,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
335,2028-12-31,368236572.68973494,362994063.66463965,386812614.9613454,365022466.9458401,371135512.10156393,6188313.086874623,6188313.086874623,6188313.086874623,6188313.086874623,6188313.086874623,6188313.086874623,0.0,0.0,0.0,374424885.77660954
336,2029-01-31,368494737.3819735,371973171.8851138,395311394.7224463,365169560.8953043,371440130.8556775,14994642.738978386,14994642.738978386,14994642.738978386,14994642.738978386,14994642.738978386,14994642.738978386,0.0,0.0,0.0,383489380.1209519
337,2029-02-28,368727918.3943181,330521898.7856693,354404093.06843996,365306538.0862729,371735271.28175014,-26771842.737696305,-26771842.737696305,-26771842.737696305,-26771842.737696305,-26771842.737696305,-26771842.737696305,0.0,0.0,0.0,341956075.6566218
338,2029-03-31,368986083.0865568,334437826.3009284,358340012.59956867,365504125.44865084,372078549.2065745,-22433474.547391057,-22433474.547391057,-22433474.547391057,-22433474.547391057,-22433474.547391057,-22433474.547391057,0.0,0.0,0.0,346552608.53916574
339,2029-04-30,369235919.8854974,314518356.8206568,337727539.9945148,365629550.85966635,372487776.2593527,-43410891.50622071,-43410891.50622071,-43410891.50622071,-43410891.50622071,-43410891.50622071,-43410891.50622071,0.0,0.0,0.0,325825028.3792767
340,2029-05-31,369494084.577736,341838619.0790502,366372053.83263505,365791316.6497808,372888699.11149687,-14820608.855380772,-14820608.855380772,-14820608.855380772,-14820608.855380772,-14820608.855380772,-14820608.855380772,0.0,0.0,0.0,354673475.72235525
341,2029-06-30,369743921.3766766,380557440.05355513,403947306.8759305,365988536.6424435,373267953.8438717,22860782.628623843,22860782.628623843,22860782.628623843,22860782.628623843,22860782.628623843,22860782.628623843,0.0,0.0,0.0,392604704.00530046
342,2029-07-31,370002086.0689153,420814934.68894655,444342951.6548208,366142316.9393506,373651047.9450344,62890825.450176865,62890825.450176865,62890825.450176865,62890825.450176865,62890825.450176865,62890825.450176865,0.0,0.0,0.0,432892911.5190922
343,2029-08-31,370260250.76115394,416005812.79203856,440273121.72900295,366314446.82967114,373989259.4670298,57917918.21813501,57917918.21813501,57917918.21813501,57917918.21813501,57917918.21813501,57917918.21813501,0.0,0.0,0.0,428178168.97928894
344,2029-09-30,370510087.5600946,360851624.81624246,384722136.70576274,366470864.5455437,374311477.376174,2134739.0445383424,2134739.0445383424,2134739.0445383424,2134739.0445383424,2134739.0445383424,2134739.0445383424,0.0,0.0,0.0,372644826.6046329
